cos_sim,cos_sim_ans
0.8847953,0.6055611
0.6544523,0.53991085
0.6455107,0.514747
0.88897943,0.6281962
0.63147295,0.5992024
0.7404758,0.53991085
0.8847953,0.53991085
0.63147295,0.5992024
0.6544523,0.6220053
0.66608256,0.54351664
0.8847953,0.522387
0.6252902,0.6066762
0.66608256,0.54258984
0.8847953,0.6881547
0.687945,0.522387
0.7404758,0.522387
0.66608256,0.6208046
0.63147295,0.39254197
0.6455107,0.48302305
0.687945,0.522387
0.70660317,0.5072259
0.7806963,0.50781614
0.6583057,0.5181042
0.66180956,0.5375054
0.8900193,0.526613
0.70660317,0.5431775
0.66180956,0.5431775
0.6872293,0.5548165
0.657147,0.46871334
0.76424235,0.5464183
0.7010887,0.54900134
0.7037727,0.5205265
0.7037727,0.5205265
0.7626527,0.3631653
0.6532006,0.47676224
0.63913256,0.50653434
0.7626527,0.6073923
0.7010887,0.5599022
0.7037727,0.70373297
0.7042582,0.49942154
0.7748454,0.5214538
0.8896403,0.8987869
0.7010887,0.5688784
0.71868765,0.48136318
0.7748454,0.48074335
0.70377266,0.4850803
0.7626527,0.47485748
0.7748454,0.7646952
0.7010887,0.61037284
0.7010887,0.61037284
0.7468546,0.58070135
0.61883914,0.5063089
0.7468546,0.58070135
0.6585118,0.45813346
0.6327365,0.4804431
0.6264445,0.49612156
0.6276488,0.4804431
0.69433933,0.7260008
0.8092929,0.5691937
0.6049589,0.51163626
0.64858437,0.4488408
0.49545065,0.56568134
0.49545065,0.54785544
0.64858437,0.4488408
0.50280696,0.50538707
0.60191494,0.55778027
0.49545065,0.56568134
0.51067895,0.53256834
0.42371377,0.47977576
0.5282699,0.58757913
0.64069027,0.65241814
0.61283106,0.50983703
0.61283106,0.6597699
0.5847206,0.4461874
0.9529964,0.50148624
0.61153984,0.4369604
0.9529964,0.58934927
0.9529964,0.5741251
0.61153984,0.55228424
0.61980873,0.4012227
0.5466452,0.55631554
0.5466452,0.54810107
0.5302127,0.4711221
0.4639126,0.52867657
0.4635655,0.45787385
0.5302127,0.37112767
0.5454537,0.42165688
0.5466452,0.45689893
0.5466452,0.50810313
0.50255907,0.48496735
0.79578,0.53584117
0.6170244,0.5057077
0.5901811,0.46170142
0.5901811,0.5691941
0.61910546,0.5472317
0.5637546,0.5691941
0.5972162,0.5691941
0.6346658,0.56781965
0.6383579,0.6468413
0.79578,0.6570537
0.64069027,0.5796052
0.60650146,0.5313877
0.5847206,0.51972854
0.6606236,0.53084815
0.56707406,0.4963218
0.5847206,0.5166776
0.56707406,0.4670856
0.61153984,0.7264594
0.64069027,0.53084815
0.5222639,0.48907563
0.6406902,0.5183863
0.61447555,0.5303827
0.9529964,0.61350465
0.61283106,0.53183424
0.7585603,0.56171936
0.64802647,0.50206697
0.58528364,0.59446025
0.5954723,0.623105
0.53434944,0.40604472
0.577024,0.50183296
0.7441275,0.45730078
0.65519947,0.6492604
0.65519947,0.55033183
0.647814,0.61171895
0.66307366,0.53603464
0.6141117,0.55033183
0.6365556,0.520525
0.67213655,0.5294964
0.60738164,0.5556536
0.63658416,0.6119315
0.8774954,0.5788454
0.87476707,0.59125394
0.6651546,0.61335737
0.8843153,0.5264108
0.6651546,0.5660479
0.8774954,0.5788454
0.6651546,0.5920328
0.76800394,0.46940887
0.6673009,0.69514203
0.8843153,0.5763412
0.8774954,0.54382896
0.66730076,0.6079893
0.7966562,0.60948426
0.6651546,0.41119236
0.8774954,0.6920223
0.8774954,0.5578875
0.8843153,0.643371
0.6651546,0.37795004
0.8774954,0.59180856
0.709996,0.51647913
0.73810565,0.74994475
0.65364724,0.4809104
0.74911344,0.8051874
0.5598387,0.5350312
0.7956011,0.5910756
0.54614925,0.38743484
0.7558638,0.52841616
0.74911344,0.54379743
0.68223995,0.5849054
0.7942337,0.54379743
0.6970831,0.7951623
0.79242164,0.52240175
0.79242164,0.42974392
0.7081336,0.50828457
0.7081336,0.53402716
0.6017681,0.596431
0.50088674,0.53518367
0.550136,0.3173947
0.6268837,0.5160661
0.52111536,0.36947095
0.7848888,0.688626
0.70399976,0.542958
0.73030996,0.6832746
0.64465624,0.60450846
0.7711635,0.62258196
0.7848888,0.8770641
0.7848888,0.88165194
0.64465624,0.7836294
0.6830354,0.5970328
0.6830354,0.51992023
0.60881996,0.46020532
0.5244694,0.47163585
0.66953874,0.64250904
0.55893314,0.5164841
0.5824251,0.42642474
0.709121,0.38275814
0.58910966,0.53351897
0.71433693,0.60487735
0.55893314,0.5049585
0.709121,0.517421
0.64465624,0.72109175
0.7711635,0.61990994
0.68593955,0.59201396
0.7848888,0.45436877
0.6164878,0.35006732
0.6830354,0.4658029
0.70399976,0.47617322
0.6830354,0.41490823
0.7711635,0.6411159
0.64465624,0.6411159
0.71321744,0.53965944
0.72045106,0.62131953
0.72045106,0.6680256
0.73165655,0.54964095
0.74293065,0.47501522
0.72045106,0.4897523
0.72045106,0.4939091
0.72045106,0.43401596
0.71321744,0.63096696
0.77194405,0.4751231
0.6821655,0.40392318
0.6917386,0.42714533
0.97230625,0.53532606
0.97230625,0.5613905
0.97230625,0.48351008
0.6917386,0.47404048
0.7157984,0.3874911
0.87493205,0.41701978
0.97230625,0.47404048
0.87493205,0.48060775
0.725611,0.86573863
0.6452392,0.67149156
0.725611,0.50769377
0.5409581,0.50769377
0.725611,0.50769377
0.5623306,0.4181955
0.6452392,0.6985345
0.6127722,0.46539524
0.64789903,0.79507875
0.61986583,0.5086127
0.74347246,0.42810592
