,question,answer,model_answer,true_ref_str,attribution,answer_f1,answer_prec,answer_recall,autoais_retrevied(model_answer),att_f1,att_prec,att_recall,autoais_true_answer,BLEU,ROUGHLS,BLEU_ANS,ROUGHLS_ANS,cos_sim,cos_sim_ans
0,"Hello, I forgot o update my address, can you help me with that?","hi, you have to report any change of address to DMV within 10 days after moving. You should do this both for the address associated with your license and all the addresses associated with all your vehicles.","Yes, I'd like to change my address.","you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ",Learn more about how to change the address on your license and registrations [1 ],0.1428571428571428,0.4285714285714285,0.0857142857142857,yes,0.2083333333333333,0.3846153846153846,0.1428571428571428,it is not possible to tell,0.0256682551269797,0.0083157186555323,0.0609756114241704,0.0170716216203307,0.6975065,0.67888755
1,Can I do my DMV transactions online?,"Yes, you can sign up for MyDMV for all the online transactions needed.",No,Sign up or log into MyDMV [6 ] ,,0.0,0.0,0.0,no,0.0,0.0,0.0,yes,0.0,0.0,0.5,0.067544361420347,0.48576927,0.5141415
2,"Thanks, and in case I forget to bring all of the documentation needed to the DMV office, what can I do?",This happens often with our customers so that's why our website and MyDMV are so useful for our customers. Just check if you can make your transaction online so you don't have to go to the DMV Office.,"Don't visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test.","About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ","Better yet , don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test.",0.2647058823529412,0.2903225806451613,0.2432432432432432,yes,0.512396694214876,0.9117647058823528,0.3563218390804598,no,0.0104364028393805,0.0039309792682672,0.0108892041464641,0.0040685261802512,0.62231064,0.6243552
3,"Ok, and can you tell me again where should I report my new address?","Sure. Any change of address must be reported to the DMV, that's for the address associated with your license and any of your vehicles.",DMV,"you must report a change of address to DMV within ten days of moving.  That is the case for the address associated with your license, as well as all the addresses associated with each registered vehicle, which may differ. ","Forgetting to Update Address 
By statute , you must report a change of address to DMV within ten days of moving.",0.0869565217391304,1.0,0.0454545454545454,yes,0.4444444444444445,0.631578947368421,0.3428571428571428,yes,0.0201000470885346,0.0068505485874704,0.537284965911771,0.0954120756313892,0.9133381,0.6281962
4,Can you tell me more about Traffic points and their cost?,"Traffic points is the system used by DMV to track dangerous drivers. The cost of the traffic points is independent of the DRA, so you get a separate charge based on the total points you accumulate.","DMV maintains a point system to track dangerous drivers. Often, motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate.","DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ","Often , motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate.",0.4657534246575341,0.3953488372093023,0.5666666666666667,yes,0.8571428571428571,0.9428571428571428,0.7857142857142857,yes,0.0094274335864821,0.0035994904073632,0.0076272946997332,0.0029904464445599,0.6044586,0.6051278
5,Will you keep me informed about when my insurance is about to lapse?,Yes. The New York State requires every motorist to maintain their insurance up to date so we at DMV make sure to inform you if you have any problem with your insurance.,[3],"Because we all pay indirectly for crashes involving uninsured motorists ,  New York State requires every motorist to maintain auto insurance every single day a vehicle is registered.  DMV works with insurance companies to electronically monitor your insurance coverage , ",Learn more about Insurances Lapes [2] and How to Surrender your Plates [3 ],0.0,0.0,0.0,no,0.08,0.1538461538461538,0.054054054054054,Yes,0.0273490946143477,0.0087503618304288,0.0,0.0,0.48043627,0.44944322
6,Is it needed that my address is always up to date with you guys?,"Yes, It is required. If not we won't be able to keep you informed about your insurance and we'll suspend your registration and license. You should make sure to turn in your vehicle's license plate before canceling your insurance policy",Yes,"you won t learn that you have an insurance problem ,  and we will suspend your registration and license.  Make sure you turn in your vehicle s license plates at DMV before you cancel your insurance policy. ",,0.048780487804878,1.0,0.025,no,0.0,0.0,0.0,no,0.0,0.0,0.537284965911771,0.0954120756313892,0.48576927,0.53991085
7,Can you tell me more about the traffic points and its cost?,"Yes. This is the system DM uses to keep a record of dangerous drivers. The cost of the DMV charge, that it's a separate charge from the DRA, depends on the total points you accumulate.","The $300 DRA fee can be paid in $100 annual installments over three years. Motorists who fail to maintain an updated address with DMV may resolve their tickets with the court, but never receive their DRA assessment because we do not have their new address on record. Failure to pay the DRA will result in a suspended license","DMV maintains a point system to track dangerous drivers.  motorists convicted of a traffic ticket feel they have resolved all their motoring issues with the local court, but later learn that the Driver Responsibility Assessment DRA is a separate DMV charge based on the total points they accumulate. ","Motorists who fail to maintain an updated address with DMV may resolve their tickets with the court, but never receive their DRA assessment because we do not have their new address on record.",0.1234567901234568,0.0943396226415094,0.1785714285714285,it is not possible to tell,0.3013698630136986,0.3548387096774194,0.2619047619047619,yes,0.0121977285581956,0.0044924767949599,0.0071162697843044,0.0028117563036899,0.7053984,0.67639625
8,It's always a hassle to bring all the required documents to the DMV Office. Please tell me an alternative.,This happens quite often with our customers when they don't bring some of the necessary documents or requirements to complete their transactions. The best you can do is to check our website to see if you can do your transaction online so you don't have to go to the DMV Office.,"Don't visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. Our award - winning website is recognized as one of the best in the nation. It has all the answers you need to efficiently perform any DMV transaction. Consider signing up for our MyDMV service, which offers even more benefits. Sign up or log into MyDMV [6 ]","About ten percent of customers visiting a DMV office do not bring what they need to complete their transaction, and have to come back a second time to finish their business.  This can be as simple as not bringing sufficient funds to pay for a license renewal or not having the proof of auto insurance required to register a car.  don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test. ","Better yet , don t visit a DMV office at all, and see if your transaction can be performed online, like an address change, registration renewal, license renewal, replacing a lost title, paying a DRA or scheduling a road test.",0.2786885245901639,0.2297297297297297,0.3541666666666667,yes,0.512396694214876,0.9117647058823528,0.3563218390804598,yes,0.0104364028393805,0.0039309792682672,0.0049348206199458,0.0020422371436288,0.62231064,0.62353396
9,"In case I have a problem with my insurance and your inquiry letter does not resolve the problem, what would happen.","In that case, we must suspend the vehicle registration and if the problem continues, your driver's license. More than 300,000 registrations a year are suspended due to failing to maintain insurance.",I would have to pay a fine.,"we must suspend the vehicle registration and ,  if it persists, your driver license!We suspend 300,000 registrations a year for failure to maintain insurance. ","We send 500,000 inquiry letters a year.",0.0588235294117647,0.1666666666666666,0.0357142857142857,it is not possible to tell,0.1481481481481481,0.3333333333333333,0.0952380952380952,it is not possible to tell,0.0522999606345228,0.0149398769191851,0.0785069137949878,0.0209121082995956,0.45327196,0.54351664
